"@timestamp,""http_duration"""
"Sep 18, 2024 @ 17:21:42.823,413"
"Sep 18, 2024 @ 17:21:42.754,423"
"Sep 18, 2024 @ 17:21:42.732,436"
"Sep 18, 2024 @ 17:21:42.719,432"
"Sep 18, 2024 @ 17:21:42.697,471"
"Sep 18, 2024 @ 17:21:42.607,491"
"Sep 18, 2024 @ 17:21:42.603,509"
"Sep 18, 2024 @ 17:21:42.601,433"
"Sep 18, 2024 @ 17:21:42.555,444"
"Sep 18, 2024 @ 17:21:42.540,420"
"Sep 18, 2024 @ 17:21:42.511,381"
"Sep 18, 2024 @ 17:21:42.492,403"
"Sep 18, 2024 @ 17:21:42.475,6478"
"Sep 18, 2024 @ 17:21:42.373,428"
"Sep 18, 2024 @ 17:21:42.348,464"
"Sep 18, 2024 @ 17:21:42.315,425"
"Sep 18, 2024 @ 17:21:42.263,462"
"Sep 18, 2024 @ 17:21:42.261,464"
"Sep 18, 2024 @ 17:21:42.236,487"
"Sep 18, 2024 @ 17:21:42.197,510"
"Sep 18, 2024 @ 17:21:42.154,361"
"Sep 18, 2024 @ 17:21:42.137,321"
"Sep 18, 2024 @ 17:21:42.134,383"
"Sep 18, 2024 @ 17:21:42.133,299"
"Sep 18, 2024 @ 17:21:42.120,296"
"Sep 18, 2024 @ 17:21:41.974,296"
"Sep 18, 2024 @ 17:21:41.934,275"
"Sep 18, 2024 @ 17:21:41.919,274"
"Sep 18, 2024 @ 17:21:41.879,275"
"Sep 18, 2024 @ 17:21:41.821,290"
"Sep 18, 2024 @ 17:21:41.821,279"
"Sep 18, 2024 @ 17:21:41.790,277"
"Sep 18, 2024 @ 17:21:41.790,277"
"Sep 18, 2024 @ 17:21:41.780,300"
"Sep 18, 2024 @ 17:21:41.766,275"
"Sep 18, 2024 @ 17:21:41.764,277"
"Sep 18, 2024 @ 17:21:41.653,335"
"Sep 18, 2024 @ 17:21:41.560,275"
"Sep 18, 2024 @ 17:21:41.539,275"
"Sep 18, 2024 @ 17:21:41.533,12646"
"Sep 18, 2024 @ 17:21:41.512,285"
"Sep 18, 2024 @ 17:21:41.469,297"
"Sep 18, 2024 @ 17:21:41.446,274"
"Sep 18, 2024 @ 17:21:41.439,287"
"Sep 18, 2024 @ 17:21:41.435,289"
"Sep 18, 2024 @ 17:21:41.412,291"
"Sep 18, 2024 @ 17:21:41.390,306"
"Sep 18, 2024 @ 17:21:41.381,312"
"Sep 18, 2024 @ 17:21:41.342,299"
"Sep 18, 2024 @ 17:21:41.300,280"
"Sep 18, 2024 @ 17:21:41.272,289"
"Sep 18, 2024 @ 17:21:41.240,13410"
"Sep 18, 2024 @ 17:21:41.236,12288"
"Sep 18, 2024 @ 17:21:41.231,275"
"Sep 18, 2024 @ 17:21:41.196,276"
"Sep 18, 2024 @ 17:21:41.151,270"
"Sep 18, 2024 @ 17:21:41.135,274"
"Sep 18, 2024 @ 17:21:41.132,278"
"Sep 18, 2024 @ 17:21:41.111,318"
"Sep 18, 2024 @ 17:21:41.105,271"
"Sep 18, 2024 @ 17:21:41.015,313"
"Sep 18, 2024 @ 17:21:40.950,12420"
"Sep 18, 2024 @ 17:21:40.943,278"
"Sep 18, 2024 @ 17:21:40.872,268"
"Sep 18, 2024 @ 17:21:40.825,297"
"Sep 18, 2024 @ 17:21:40.790,272"
"Sep 18, 2024 @ 17:21:40.762,293"
"Sep 18, 2024 @ 17:21:40.744,307"
"Sep 18, 2024 @ 17:21:40.731,320"
"Sep 18, 2024 @ 17:21:40.714,270"
"Sep 18, 2024 @ 17:21:40.683,303"
"Sep 18, 2024 @ 17:21:40.663,11487"
"Sep 18, 2024 @ 17:21:40.593,281"
"Sep 18, 2024 @ 17:21:40.579,272"
"Sep 18, 2024 @ 17:21:40.578,272"
"Sep 18, 2024 @ 17:21:40.572,12379"
"Sep 18, 2024 @ 17:21:40.529,297"
"Sep 18, 2024 @ 17:21:40.479,302"
"Sep 18, 2024 @ 17:21:40.474,305"
"Sep 18, 2024 @ 17:21:40.466,13978"
"Sep 18, 2024 @ 17:21:40.417,301"
"Sep 18, 2024 @ 17:21:40.378,324"
"Sep 18, 2024 @ 17:21:40.300,292"
"Sep 18, 2024 @ 17:21:40.291,299"
"Sep 18, 2024 @ 17:21:40.290,300"
"Sep 18, 2024 @ 17:21:40.264,312"
"Sep 18, 2024 @ 17:21:40.191,276"
"Sep 18, 2024 @ 17:21:40.108,312"
"Sep 18, 2024 @ 17:21:40.016,283"
"Sep 18, 2024 @ 17:21:39.997,301"
"Sep 18, 2024 @ 17:21:39.980,299"
"Sep 18, 2024 @ 17:21:39.954,307"
"Sep 18, 2024 @ 17:21:39.935,310"
"Sep 18, 2024 @ 17:21:39.933,314"
"Sep 18, 2024 @ 17:21:39.922,309"
"Sep 18, 2024 @ 17:21:39.917,315"
"Sep 18, 2024 @ 17:21:39.886,328"
"Sep 18, 2024 @ 17:21:39.876,324"
"Sep 18, 2024 @ 17:21:39.830,278"
"Sep 18, 2024 @ 17:21:39.828,281"
"Sep 18, 2024 @ 17:21:39.729,287"
"Sep 18, 2024 @ 17:21:39.726,276"
"Sep 18, 2024 @ 17:21:39.627,300"
"Sep 18, 2024 @ 17:21:39.619,385"
"Sep 18, 2024 @ 17:21:39.611,282"
"Sep 18, 2024 @ 17:21:39.609,281"
"Sep 18, 2024 @ 17:21:39.600,272"
"Sep 18, 2024 @ 17:21:39.599,321"
"Sep 18, 2024 @ 17:21:39.599,313"
"Sep 18, 2024 @ 17:21:39.599,402"
"Sep 18, 2024 @ 17:21:39.528,391"
"Sep 18, 2024 @ 17:21:39.513,293"
"Sep 18, 2024 @ 17:21:39.503,368"
"Sep 18, 2024 @ 17:21:39.502,371"
"Sep 18, 2024 @ 17:21:39.502,351"
"Sep 18, 2024 @ 17:21:39.490,279"
"Sep 18, 2024 @ 17:21:39.460,290"
"Sep 18, 2024 @ 17:21:39.241,302"
"Sep 18, 2024 @ 17:21:39.238,11087"
"Sep 18, 2024 @ 17:21:39.234,310"
"Sep 18, 2024 @ 17:21:39.230,280"
"Sep 18, 2024 @ 17:21:39.180,307"
"Sep 18, 2024 @ 17:21:39.094,275"
"Sep 18, 2024 @ 17:21:39.092,276"
"Sep 18, 2024 @ 17:21:39.056,11613"
"Sep 18, 2024 @ 17:21:39.056,6496"
"Sep 18, 2024 @ 17:21:38.974,303"
"Sep 18, 2024 @ 17:21:38.891,314"
"Sep 18, 2024 @ 17:21:38.849,270"
"Sep 18, 2024 @ 17:21:38.797,721"
"Sep 18, 2024 @ 17:21:38.793,719"
"Sep 18, 2024 @ 17:21:38.783,273"
"Sep 18, 2024 @ 17:21:38.782,738"
"Sep 18, 2024 @ 17:21:38.780,6353"
"Sep 18, 2024 @ 17:21:38.762,843"
"Sep 18, 2024 @ 17:21:38.741,290"
"Sep 18, 2024 @ 17:21:38.704,807"
"Sep 18, 2024 @ 17:21:38.688,824"
"Sep 18, 2024 @ 17:21:38.625,285"
"Sep 18, 2024 @ 17:21:38.591,309"
"Sep 18, 2024 @ 17:21:38.585,270"
"Sep 18, 2024 @ 17:21:38.541,8"
"Sep 18, 2024 @ 17:21:38.512,7"
"Sep 18, 2024 @ 17:21:38.496,10"
"Sep 18, 2024 @ 17:21:38.494,11"
"Sep 18, 2024 @ 17:21:38.466,14"
"Sep 18, 2024 @ 17:21:38.448,282"
"Sep 18, 2024 @ 17:21:38.412,45"
"Sep 18, 2024 @ 17:21:38.344,7"
"Sep 18, 2024 @ 17:21:38.342,7"
"Sep 18, 2024 @ 17:21:38.336,267"
"Sep 18, 2024 @ 17:21:38.331,11"
"Sep 18, 2024 @ 17:21:38.272,77"
"Sep 18, 2024 @ 17:21:38.271,11"
"Sep 18, 2024 @ 17:21:38.163,283"
"Sep 18, 2024 @ 17:21:38.052,11870"
"Sep 18, 2024 @ 17:21:37.991,296"
"Sep 18, 2024 @ 17:21:37.882,271"
"Sep 18, 2024 @ 17:21:37.866,14496"
"Sep 18, 2024 @ 17:21:37.855,282"
"Sep 18, 2024 @ 17:21:37.735,288"
"Sep 18, 2024 @ 17:21:37.531,319"
"Sep 18, 2024 @ 17:21:37.475,293"
"Sep 18, 2024 @ 17:21:37.349,16174"
"Sep 18, 2024 @ 17:21:37.349,328"
"Sep 18, 2024 @ 17:21:37.319,326"
"Sep 18, 2024 @ 17:21:37.279,353"
"Sep 18, 2024 @ 17:21:37.273,359"
"Sep 18, 2024 @ 17:21:37.075,1081"
"Sep 18, 2024 @ 17:21:37.038,11702"
"Sep 18, 2024 @ 17:21:37.028,432"
"Sep 18, 2024 @ 17:21:36.991,468"
"Sep 18, 2024 @ 17:21:36.984,879"
"Sep 18, 2024 @ 17:21:36.980,463"
"Sep 18, 2024 @ 17:21:36.975,881"
"Sep 18, 2024 @ 17:21:36.931,483"
"Sep 18, 2024 @ 17:21:36.921,493"
"Sep 18, 2024 @ 17:21:36.885,852"
"Sep 18, 2024 @ 17:21:36.879,464"
"Sep 18, 2024 @ 17:21:36.876,15552"
"Sep 18, 2024 @ 17:21:36.845,910"
"Sep 18, 2024 @ 17:21:36.833,908"
"Sep 18, 2024 @ 17:21:36.830,480"
"Sep 18, 2024 @ 17:21:36.829,442"
"Sep 18, 2024 @ 17:21:36.658,1097"
"Sep 18, 2024 @ 17:21:36.658,1083"
"Sep 18, 2024 @ 17:21:36.657,473"
"Sep 18, 2024 @ 17:21:36.638,1092"
"Sep 18, 2024 @ 17:21:36.556,1140"
"Sep 18, 2024 @ 17:21:36.533,472"
"Sep 18, 2024 @ 17:21:36.532,458"
"Sep 18, 2024 @ 17:21:36.526,1231"
"Sep 18, 2024 @ 17:21:36.520,422"
"Sep 18, 2024 @ 17:21:36.513,414"
"Sep 18, 2024 @ 17:21:36.451,8501"
"Sep 18, 2024 @ 17:21:36.449,9091"
"Sep 18, 2024 @ 17:21:36.429,438"
"Sep 18, 2024 @ 17:21:36.398,467"
"Sep 18, 2024 @ 17:21:36.388,470"
"Sep 18, 2024 @ 17:21:36.383,475"
"Sep 18, 2024 @ 17:21:36.379,455"
"Sep 18, 2024 @ 17:21:36.342,492"
"Sep 18, 2024 @ 17:21:36.335,399"
"Sep 18, 2024 @ 17:21:36.319,9226"
"Sep 18, 2024 @ 17:21:36.310,439"
"Sep 18, 2024 @ 17:21:36.260,13100"
"Sep 18, 2024 @ 17:21:36.251,401"
"Sep 18, 2024 @ 17:21:36.246,422"
"Sep 18, 2024 @ 17:21:36.235,513"
"Sep 18, 2024 @ 17:21:36.229,13529"
"Sep 18, 2024 @ 17:21:36.224,9595"
"Sep 18, 2024 @ 17:21:36.178,419"
"Sep 18, 2024 @ 17:21:36.169,502"
"Sep 18, 2024 @ 17:21:36.123,9752"
"Sep 18, 2024 @ 17:21:36.080,407"
"Sep 18, 2024 @ 17:21:36.079,422"
"Sep 18, 2024 @ 17:21:36.069,657"
"Sep 18, 2024 @ 17:21:36.068,418"
"Sep 18, 2024 @ 17:21:36.031,436"
"Sep 18, 2024 @ 17:21:35.976,401"
"Sep 18, 2024 @ 17:21:35.974,575"
"Sep 18, 2024 @ 17:21:35.958,509"
"Sep 18, 2024 @ 17:21:35.958,579"
"Sep 18, 2024 @ 17:21:35.957,512"
"Sep 18, 2024 @ 17:21:35.926,624"
"Sep 18, 2024 @ 17:21:35.902,506"
"Sep 18, 2024 @ 17:21:35.902,506"
"Sep 18, 2024 @ 17:21:35.856,356"
"Sep 18, 2024 @ 17:21:35.854,612"
"Sep 18, 2024 @ 17:21:35.851,284"
"Sep 18, 2024 @ 17:21:35.829,640"
"Sep 18, 2024 @ 17:21:35.829,502"
"Sep 18, 2024 @ 17:21:35.829,574"
"Sep 18, 2024 @ 17:21:35.828,638"
"Sep 18, 2024 @ 17:21:35.827,642"
"Sep 18, 2024 @ 17:21:35.826,366"
"Sep 18, 2024 @ 17:21:35.826,346"
"Sep 18, 2024 @ 17:21:35.826,719"
"Sep 18, 2024 @ 17:21:35.794,304"
"Sep 18, 2024 @ 17:21:35.774,275"
"Sep 18, 2024 @ 17:21:35.764,701"
"Sep 18, 2024 @ 17:21:35.764,784"
"Sep 18, 2024 @ 17:21:35.760,283"
"Sep 18, 2024 @ 17:21:35.755,584"
"Sep 18, 2024 @ 17:21:35.735,280"
"Sep 18, 2024 @ 17:21:35.695,317"
"Sep 18, 2024 @ 17:21:35.668,270"
"Sep 18, 2024 @ 17:21:35.582,430"
"Sep 18, 2024 @ 17:21:35.551,281"
"Sep 18, 2024 @ 17:21:35.547,283"
"Sep 18, 2024 @ 17:21:35.545,356"
"Sep 18, 2024 @ 17:21:35.544,291"
"Sep 18, 2024 @ 17:21:35.331,474"
"Sep 18, 2024 @ 17:21:35.330,475"
"Sep 18, 2024 @ 17:21:35.179,439"
"Sep 18, 2024 @ 17:21:35.071,471"
"Sep 18, 2024 @ 17:21:35.070,473"
"Sep 18, 2024 @ 17:21:35.046,637"
"Sep 18, 2024 @ 17:21:35.033,693"
"Sep 18, 2024 @ 17:21:34.942,819"
"Sep 18, 2024 @ 17:21:34.934,831"
"Sep 18, 2024 @ 17:21:34.928,920"
"Sep 18, 2024 @ 17:21:34.928,1032"
"Sep 18, 2024 @ 17:21:34.921,500"
"Sep 18, 2024 @ 17:21:34.849,905"
"Sep 18, 2024 @ 17:21:34.846,1000"
"Sep 18, 2024 @ 17:21:34.817,526"
"Sep 18, 2024 @ 17:21:34.796,520"
"Sep 18, 2024 @ 17:21:34.747,1015"
"Sep 18, 2024 @ 17:21:34.735,950"
"Sep 18, 2024 @ 17:21:34.727,959"
"Sep 18, 2024 @ 17:21:34.727,1003"
"Sep 18, 2024 @ 17:21:34.682,11667"
"Sep 18, 2024 @ 17:21:34.669,1093"
"Sep 18, 2024 @ 17:21:34.660,495"
"Sep 18, 2024 @ 17:21:34.658,17631"
"Sep 18, 2024 @ 17:21:34.605,1232"
"Sep 18, 2024 @ 17:21:34.572,506"
"Sep 18, 2024 @ 17:21:34.571,14976"
"Sep 18, 2024 @ 17:21:34.569,527"
"Sep 18, 2024 @ 17:21:34.568,1475"
"Sep 18, 2024 @ 17:21:34.538,511"
"Sep 18, 2024 @ 17:21:34.524,506"
"Sep 18, 2024 @ 17:21:34.435,536"
"Sep 18, 2024 @ 17:21:34.429,559"
"Sep 18, 2024 @ 17:21:34.373,484"
"Sep 18, 2024 @ 17:21:34.335,446"
"Sep 18, 2024 @ 17:21:34.295,484"
"Sep 18, 2024 @ 17:21:34.243,16124"
"Sep 18, 2024 @ 17:21:34.238,473"
"Sep 18, 2024 @ 17:21:34.187,11365"
"Sep 18, 2024 @ 17:21:34.182,554"
"Sep 18, 2024 @ 17:21:34.178,368"
"Sep 18, 2024 @ 17:21:34.140,711"
"Sep 18, 2024 @ 17:21:34.139,363"
"Sep 18, 2024 @ 17:21:34.126,544"
"Sep 18, 2024 @ 17:21:34.126,374"
"Sep 18, 2024 @ 17:21:34.115,368"
"Sep 18, 2024 @ 17:21:34.055,607"
"Sep 18, 2024 @ 17:21:34.055,473"
"Sep 18, 2024 @ 17:21:34.051,355"
"Sep 18, 2024 @ 17:21:34.047,560"
"Sep 18, 2024 @ 17:21:34.043,697"
"Sep 18, 2024 @ 17:21:34.038,444"
"Sep 18, 2024 @ 17:21:34.038,521"
"Sep 18, 2024 @ 17:21:34.038,694"
"Sep 18, 2024 @ 17:21:34.038,813"
"Sep 18, 2024 @ 17:21:34.038,590"
"Sep 18, 2024 @ 17:21:34.037,625"
"Sep 18, 2024 @ 17:21:34.028,329"
"Sep 18, 2024 @ 17:21:33.982,367"
"Sep 18, 2024 @ 17:21:33.951,297"
"Sep 18, 2024 @ 17:21:33.932,10812"
"Sep 18, 2024 @ 17:21:33.905,279"
"Sep 18, 2024 @ 17:21:33.846,276"
"Sep 18, 2024 @ 17:21:33.846,277"
"Sep 18, 2024 @ 17:21:33.824,281"
"Sep 18, 2024 @ 17:21:33.818,286"
"Sep 18, 2024 @ 17:21:33.684,483"
"Sep 18, 2024 @ 17:21:33.659,513"
"Sep 18, 2024 @ 17:21:33.643,422"
"Sep 18, 2024 @ 17:21:33.641,530"
"Sep 18, 2024 @ 17:21:33.640,424"
"Sep 18, 2024 @ 17:21:33.625,278"
"Sep 18, 2024 @ 17:21:33.586,270"
"Sep 18, 2024 @ 17:21:33.559,279"
"Sep 18, 2024 @ 17:21:33.556,681"
"Sep 18, 2024 @ 17:21:33.556,506"
"Sep 18, 2024 @ 17:21:33.556,607"
"Sep 18, 2024 @ 17:21:33.556,610"
"Sep 18, 2024 @ 17:21:33.442,12073"
"Sep 18, 2024 @ 17:21:33.429,335"
"Sep 18, 2024 @ 17:21:33.365,349"
"Sep 18, 2024 @ 17:21:33.300,365"
"Sep 18, 2024 @ 17:21:33.283,848"
"Sep 18, 2024 @ 17:21:33.214,343"
"Sep 18, 2024 @ 17:21:33.170,347"
"Sep 18, 2024 @ 17:21:33.097,364"
"Sep 18, 2024 @ 17:21:33.045,1085"
"Sep 18, 2024 @ 17:21:33.039,361"
"Sep 18, 2024 @ 17:21:33.029,1103"
"Sep 18, 2024 @ 17:21:33.024,332"
"Sep 18, 2024 @ 17:21:33.020,322"
"Sep 18, 2024 @ 17:21:32.972,11771"
"Sep 18, 2024 @ 17:21:32.941,333"
"Sep 18, 2024 @ 17:21:32.934,313"
"Sep 18, 2024 @ 17:21:32.926,508"
"Sep 18, 2024 @ 17:21:32.866,567"
"Sep 18, 2024 @ 17:21:32.861,1160"
"Sep 18, 2024 @ 17:21:32.860,568"
"Sep 18, 2024 @ 17:21:32.860,576"
"Sep 18, 2024 @ 17:21:32.860,1186"
"Sep 18, 2024 @ 17:21:32.840,374"
"Sep 18, 2024 @ 17:21:32.741,418"
"Sep 18, 2024 @ 17:21:32.730,828"
"Sep 18, 2024 @ 17:21:32.690,396"
"Sep 18, 2024 @ 17:21:32.652,913"
"Sep 18, 2024 @ 17:21:32.638,448"
"Sep 18, 2024 @ 17:21:32.614,416"
"Sep 18, 2024 @ 17:21:32.551,444"
"Sep 18, 2024 @ 17:21:32.510,453"
"Sep 18, 2024 @ 17:21:32.485,462"
"Sep 18, 2024 @ 17:21:32.478,1061"
"Sep 18, 2024 @ 17:21:32.468,17314"
"Sep 18, 2024 @ 17:21:32.461,1077"
"Sep 18, 2024 @ 17:21:32.419,12033"
"Sep 18, 2024 @ 17:21:32.404,1157"
"Sep 18, 2024 @ 17:21:32.305,504"
"Sep 18, 2024 @ 17:21:32.268,513"
"Sep 18, 2024 @ 17:21:32.244,627"
"Sep 18, 2024 @ 17:21:32.242,1122"
"Sep 18, 2024 @ 17:21:32.211,822"
"Sep 18, 2024 @ 17:21:32.202,545"
"Sep 18, 2024 @ 17:21:32.172,798"
"Sep 18, 2024 @ 17:21:32.166,501"
"Sep 18, 2024 @ 17:21:32.164,868"
"Sep 18, 2024 @ 17:21:32.164,515"
"Sep 18, 2024 @ 17:21:32.162,20517"
"Sep 18, 2024 @ 17:21:32.162,1211"
"Sep 18, 2024 @ 17:21:32.159,872"
"Sep 18, 2024 @ 17:21:32.159,873"
"Sep 18, 2024 @ 17:21:32.159,883"
"Sep 18, 2024 @ 17:21:32.158,510"
"Sep 18, 2024 @ 17:21:32.153,490"
"Sep 18, 2024 @ 17:21:32.031,509"
"Sep 18, 2024 @ 17:21:31.983,444"
"Sep 18, 2024 @ 17:21:31.966,963"
"Sep 18, 2024 @ 17:21:31.909,359"
"Sep 18, 2024 @ 17:21:31.896,407"
"Sep 18, 2024 @ 17:21:31.862,1014"
"Sep 18, 2024 @ 17:21:31.843,394"
"Sep 18, 2024 @ 17:21:31.843,321"
"Sep 18, 2024 @ 17:21:31.821,285"
"Sep 18, 2024 @ 17:21:31.758,318"
"Sep 18, 2024 @ 17:21:31.751,415"
"Sep 18, 2024 @ 17:21:31.748,482"
"Sep 18, 2024 @ 17:21:31.728,316"
"Sep 18, 2024 @ 17:21:31.727,434"
"Sep 18, 2024 @ 17:21:31.727,438"
"Sep 18, 2024 @ 17:21:31.670,381"
"Sep 18, 2024 @ 17:21:31.668,339"
"Sep 18, 2024 @ 17:21:31.668,383"
"Sep 18, 2024 @ 17:21:31.530,405"
"Sep 18, 2024 @ 17:21:31.529,441"
"Sep 18, 2024 @ 17:21:31.526,374"
"Sep 18, 2024 @ 17:21:31.523,363"
"Sep 18, 2024 @ 17:21:31.509,372"
"Sep 18, 2024 @ 17:21:31.492,369"
"Sep 18, 2024 @ 17:21:31.414,413"
"Sep 18, 2024 @ 17:21:31.396,447"
"Sep 18, 2024 @ 17:21:31.393,541"
"Sep 18, 2024 @ 17:21:31.369,368"
"Sep 18, 2024 @ 17:21:31.368,376"
"Sep 18, 2024 @ 17:21:31.364,483"
"Sep 18, 2024 @ 17:21:31.272,387"
"Sep 18, 2024 @ 17:21:31.265,411"
"Sep 18, 2024 @ 17:21:31.244,427"
"Sep 18, 2024 @ 17:21:31.233,442"
"Sep 18, 2024 @ 17:21:31.229,450"
"Sep 18, 2024 @ 17:21:31.213,365"
"Sep 18, 2024 @ 17:21:31.203,384"
"Sep 18, 2024 @ 17:21:31.184,555"
"Sep 18, 2024 @ 17:21:31.183,555"
"Sep 18, 2024 @ 17:21:31.155,367"
"Sep 18, 2024 @ 17:21:31.139,383"
"Sep 18, 2024 @ 17:21:31.131,545"
"Sep 18, 2024 @ 17:21:31.126,505"
"Sep 18, 2024 @ 17:21:31.091,402"
"Sep 18, 2024 @ 17:21:31.083,398"
"Sep 18, 2024 @ 17:21:31.055,490"
"Sep 18, 2024 @ 17:21:31.043,411"
"Sep 18, 2024 @ 17:21:31.029,423"
"Sep 18, 2024 @ 17:21:30.945,425"
"Sep 18, 2024 @ 17:21:30.925,331"
"Sep 18, 2024 @ 17:21:30.919,14325"
"Sep 18, 2024 @ 17:21:30.869,504"
"Sep 18, 2024 @ 17:21:30.864,368"
"Sep 18, 2024 @ 17:21:30.864,388"
"Sep 18, 2024 @ 17:21:30.861,392"
"Sep 18, 2024 @ 17:21:30.861,500"
"Sep 18, 2024 @ 17:21:30.814,332"
"Sep 18, 2024 @ 17:21:30.805,346"
"Sep 18, 2024 @ 17:21:30.758,316"
"Sep 18, 2024 @ 17:21:30.756,487"
"Sep 18, 2024 @ 17:21:30.746,274"
"Sep 18, 2024 @ 17:21:30.743,515"
"Sep 18, 2024 @ 17:21:30.708,537"
"Sep 18, 2024 @ 17:21:30.697,292"
"Sep 18, 2024 @ 17:21:30.686,379"
"Sep 18, 2024 @ 17:21:30.686,381"
"Sep 18, 2024 @ 17:21:30.677,286"
"Sep 18, 2024 @ 17:21:30.665,282"
"Sep 18, 2024 @ 17:21:30.588,269"
"Sep 18, 2024 @ 17:21:30.541,519"
"Sep 18, 2024 @ 17:21:30.527,413"
"Sep 18, 2024 @ 17:21:30.493,567"
"Sep 18, 2024 @ 17:21:30.442,423"
"Sep 18, 2024 @ 17:21:30.440,500"
"Sep 18, 2024 @ 17:21:30.437,318"
"Sep 18, 2024 @ 17:21:30.413,267"
"Sep 18, 2024 @ 17:21:30.404,309"
"Sep 18, 2024 @ 17:21:30.362,327"
"Sep 18, 2024 @ 17:21:30.352,339"
"Sep 18, 2024 @ 17:21:30.335,358"
"Sep 18, 2024 @ 17:21:30.327,363"
"Sep 18, 2024 @ 17:21:30.292,278"
"Sep 18, 2024 @ 17:21:30.238,275"
"Sep 18, 2024 @ 17:21:30.226,468"
"Sep 18, 2024 @ 17:21:30.195,499"
"Sep 18, 2024 @ 17:21:30.166,368"
"Sep 18, 2024 @ 17:21:30.165,367"
"Sep 18, 2024 @ 17:21:30.164,566"
"Sep 18, 2024 @ 17:21:30.155,378"
"Sep 18, 2024 @ 17:21:30.153,542"
"Sep 18, 2024 @ 17:21:30.130,273"
"Sep 18, 2024 @ 17:21:30.054,389"
"Sep 18, 2024 @ 17:21:30.027,322"
"Sep 18, 2024 @ 17:21:30.026,308"
"Sep 18, 2024 @ 17:21:30.024,279"
"Sep 18, 2024 @ 17:21:30.007,280"
"Sep 18, 2024 @ 17:21:29.998,278"
"Sep 18, 2024 @ 17:21:29.956,269"
"Sep 18, 2024 @ 17:21:29.947,569"
"Sep 18, 2024 @ 17:21:29.928,318"
"Sep 18, 2024 @ 17:21:29.914,665"
"Sep 18, 2024 @ 17:21:29.914,662"
"Sep 18, 2024 @ 17:21:29.914,370"
"Sep 18, 2024 @ 17:21:29.907,665"
"Sep 18, 2024 @ 17:21:29.892,681"
"Sep 18, 2024 @ 17:21:29.862,301"
"Sep 18, 2024 @ 17:21:29.841,321"
"Sep 18, 2024 @ 17:21:29.839,323"
"Sep 18, 2024 @ 17:21:29.838,738"
"Sep 18, 2024 @ 17:21:29.834,327"
"Sep 18, 2024 @ 17:21:29.833,329"
"Sep 18, 2024 @ 17:21:29.833,322"
"Sep 18, 2024 @ 17:21:29.831,14711"
"Sep 18, 2024 @ 17:21:29.732,268"
"Sep 18, 2024 @ 17:21:29.723,39"
"Sep 18, 2024 @ 17:21:29.710,283"
"Sep 18, 2024 @ 17:21:29.705,794"
"Sep 18, 2024 @ 17:21:29.702,814"
"Sep 18, 2024 @ 17:21:29.659,374"
"Sep 18, 2024 @ 17:21:29.655,504"
"Sep 18, 2024 @ 17:21:29.655,499"
"Sep 18, 2024 @ 17:21:29.655,276"
"Sep 18, 2024 @ 17:21:29.655,492"
"Sep 18, 2024 @ 17:21:29.650,388"
"Sep 18, 2024 @ 17:21:29.602,370"
"Sep 18, 2024 @ 17:21:29.478,383"
"Sep 18, 2024 @ 17:21:29.477,451"
"Sep 18, 2024 @ 17:21:29.466,402"
"Sep 18, 2024 @ 17:21:29.464,403"
"Sep 18, 2024 @ 17:21:29.461,405"
"Sep 18, 2024 @ 17:21:29.457,477"
"Sep 18, 2024 @ 17:21:29.440,268"
"Sep 18, 2024 @ 17:21:29.427,435"
"Sep 18, 2024 @ 17:21:29.427,432"
"Sep 18, 2024 @ 17:21:29.416,269"
"Sep 18, 2024 @ 17:21:29.408,271"
"Sep 18, 2024 @ 17:21:29.408,272"
"Sep 18, 2024 @ 17:21:29.393,16122"
"Sep 18, 2024 @ 17:21:29.348,293"
"Sep 18, 2024 @ 17:21:29.283,388"
"Sep 18, 2024 @ 17:21:29.274,400"
"Sep 18, 2024 @ 17:21:29.274,508"
"Sep 18, 2024 @ 17:21:29.273,369"
"Sep 18, 2024 @ 17:21:29.272,687"
"Sep 18, 2024 @ 17:21:29.270,407"
"Sep 18, 2024 @ 17:21:29.270,399"
"Sep 18, 2024 @ 17:21:29.270,407"
"Sep 18, 2024 @ 17:21:29.267,392"
"Sep 18, 2024 @ 17:21:29.265,513"
"Sep 18, 2024 @ 17:21:29.263,376"
"Sep 18, 2024 @ 17:21:29.263,374"
"Sep 18, 2024 @ 17:21:29.263,585"
"Sep 18, 2024 @ 17:21:29.161,380"
"Sep 18, 2024 @ 17:21:29.157,276"
"Sep 18, 2024 @ 17:21:29.155,626"
"Sep 18, 2024 @ 17:21:29.154,495"
"Sep 18, 2024 @ 17:21:29.154,504"
"Sep 18, 2024 @ 17:21:29.154,383"
"Sep 18, 2024 @ 17:21:29.152,381"
"Sep 18, 2024 @ 17:21:29.151,479"
"Sep 18, 2024 @ 17:21:29.132,400"
"Sep 18, 2024 @ 17:21:29.113,274"
"Sep 18, 2024 @ 17:21:29.039,295"
"Sep 18, 2024 @ 17:21:29.010,291"
"Sep 18, 2024 @ 17:21:28.841,267"
"Sep 18, 2024 @ 17:21:28.830,275"
"Sep 18, 2024 @ 17:21:28.759,276"
"Sep 18, 2024 @ 17:21:28.749,267"
"Sep 18, 2024 @ 17:21:28.707,287"
"Sep 18, 2024 @ 17:21:28.554,607"
"Sep 18, 2024 @ 17:21:28.526,743"
"Sep 18, 2024 @ 17:21:28.501,299"
